,Unnamed: 0,LotFrontage,LotArea,OverallQual,OverallCond,YearBuilt,MasVnrArea,ExteriorQ,ExteriorC,BasementQ,BasementC,BasementEx,Basement1,BsmtFinSF1,Basement2,BsmtFinSF2,BsmtUnfSF,Heating,LowQualFinSF,GrLivArea,FullBath,HalfBath,Kitchen,TotRmsAbvGrd,Function,Fireplaces,FireplaceQ,Garage,GarageYrBlt,GarageCars,GarageArea,GarageQ,GarageC,WoodDeckSF,PoolArea,Pool,FenceType,MiscVal,SalePrice,HouseAge,Porch,TotalSF
1082,1082,70.0,8749,7,5,2002,100.0,4,3,4.0,3.0,1.0,1.0,0,1.0,0,1459,5,0,1459,2,0,4,6,8,1,4.0,1.0,2002.0,2,527,3.0,3.0,192,0,0.0,0.0,0,192000,9,1,2918
1083,1083,80.0,8800,6,6,1964,425.0,3,3,3.0,3.0,1.0,4.0,553,1.0,0,698,3,0,1251,2,0,3,6,8,2,4.0,1.0,1964.0,1,461,3.0,3.0,0,0,3.0,3.0,700,160000,47,1,2502
1084,1084,69.0,13031,6,5,1995,0.0,3,3,4.0,3.0,1.0,5.0,592,1.0,0,99,4,0,1498,2,1,3,6,8,1,3.0,1.0,1995.0,2,409,3.0,3.0,315,0,0.0,0.0,0,187500,16,1,2189
1085,1085,73.0,9069,6,6,1992,0.0,3,3,4.0,3.0,3.0,6.0,747,1.0,0,189,5,0,996,2,0,4,5,8,0,4.0,1.0,1992.0,2,564,3.0,3.0,120,0,0.0,0.0,0,147000,19,0,1932
1086,1086,69.0,1974,4,5,1973,0.0,3,3,3.0,3.0,1.0,4.0,334,1.0,0,212,3,0,1092,1,1,3,6,8,0,4.0,1.0,1973.0,1,286,3.0,3.0,120,0,0.0,0.0,0,83500,38,1,1638
1087,1087,85.0,10574,8,5,2005,0.0,4,3,4.0,3.0,2.0,1.0,0,1.0,0,1082,5,0,1953,2,1,4,9,8,1,4.0,1.0,2005.0,3,1043,3.0,3.0,160,0,0.0,0.0,0,252000,6,1,3035
1088,1088,24.0,2522,7,5,2004,50.0,4,3,4.0,3.0,1.0,1.0,0,1.0,0,970,5,0,1709,2,0,4,7,4,0,4.0,1.0,2004.0,2,380,3.0,3.0,0,0,0.0,0.0,0,137500,7,1,2679
1089,1089,37.0,3316,8,5,2005,0.0,4,3,4.0,3.0,1.0,6.0,1039,1.0,0,208,5,0,1247,2,1,4,4,8,1,4.0,1.0,2005.0,2,550,3.0,3.0,0,0,0.0,0.0,0,197000,6,1,2494
1090,1090,60.0,8544,3,4,1950,0.0,3,3,4.0,3.0,1.0,4.0,0,1.0,0,0,2,0,1040,2,0,3,6,8,0,4.0,1.0,1987.0,2,400,3.0,3.0,0,0,0.0,0.0,0,92900,61,0,1040
1091,1091,24.0,2160,7,5,1999,212.0,4,3,4.0,3.0,1.0,4.0,510,1.0,0,90,5,0,1252,3,1,4,4,8,0,4.0,1.0,1999.0,2,462,3.0,3.0,0,0,0.0,0.0,0,160000,12,1,1852
1092,1092,60.0,8400,6,5,1925,0.0,3,3,3.0,3.0,1.0,3.0,423,1.0,0,758,2,0,1694,2,0,3,7,8,1,4.0,1.0,1925.0,2,576,3.0,3.0,342,0,0.0,0.0,0,136500,86,1,2875
1093,1093,71.0,9230,5,8,1965,166.0,3,3,3.0,3.0,2.0,6.0,661,1.0,0,203,4,0,1200,2,1,4,6,8,0,4.0,1.0,1977.0,2,884,3.0,3.0,0,0,3.0,3.0,0,146000,46,1,2064
1094,1094,74.0,5868,5,7,1956,0.0,3,3,3.0,3.0,1.0,4.0,248,3.0,240,448,5,0,936,2,0,3,4,8,0,4.0,1.0,1956.0,1,308,3.0,3.0,0,0,0.0,0.0,0,129000,55,1,1872
1095,1095,78.0,9317,6,5,2006,0.0,4,3,4.0,3.0,1.0,6.0,24,1.0,0,1290,4,0,1314,2,0,4,6,8,1,4.0,1.0,2006.0,2,440,3.0,3.0,0,0,0.0,0.0,0,176432,5,1,2628
1096,1096,60.0,6882,6,7,1914,0.0,3,3,3.0,3.0,1.0,1.0,0,1.0,0,684,3,0,1355,1,1,4,7,8,0,4.0,1.0,1980.0,0,0,3.0,3.0,136,0,0.0,0.0,0,127000,97,1,2039
1097,1097,69.0,3696,8,5,1986,0.0,4,3,4.0,3.0,1.0,1.0,0,1.0,0,1074,5,0,1088,1,1,4,5,8,0,4.0,1.0,1987.0,2,461,3.0,3.0,0,0,0.0,0.0,0,170000,25,1,2162
1098,1098,50.0,6000,4,6,1936,0.0,3,3,3.0,3.0,1.0,4.0,672,1.0,0,0,3,0,1324,1,0,3,6,8,0,4.0,1.0,1936.0,1,240,3.0,3.0,0,0,0.0,0.0,0,128000,75,0,1996
1099,1099,82.0,11880,7,5,1978,206.0,3,3,4.0,3.0,1.0,5.0,704,1.0,0,567,3,0,1601,2,0,3,7,8,1,3.0,1.0,1978.0,2,478,3.0,3.0,0,0,0.0,0.0,0,157000,33,0,2872
1100,1100,60.0,8400,2,5,1920,0.0,3,3,3.0,2.0,1.0,3.0,290,1.0,0,0,3,0,438,1,0,2,3,8,0,4.0,1.0,1930.0,1,246,3.0,3.0,0,0,0.0,0.0,0,60000,91,0,728
1101,1101,61.0,9758,5,5,1971,0.0,3,3,3.0,3.0,1.0,4.0,412,2.0,287,251,3,0,950,1,0,3,5,8,0,4.0,1.0,1981.0,1,280,3.0,3.0,0,0,0.0,0.0,0,119500,40,0,1900
1102,1102,70.0,7000,5,7,1960,45.0,3,3,3.0,3.0,1.0,3.0,588,1.0,0,422,5,0,1134,1,0,3,6,8,0,4.0,1.0,1960.0,1,254,3.0,3.0,0,0,1.0,1.0,0,135000,51,1,2144
1103,1103,79.0,8910,6,6,1959,0.0,3,3,3.0,3.0,2.0,5.0,655,1.0,0,0,5,0,1194,1,1,3,6,8,1,2.0,3.0,1954.0,2,539,3.0,3.0,0,0,0.0,0.0,0,159500,52,1,1849
1104,1104,24.0,2016,5,5,1970,304.0,3,3,3.0,3.0,1.0,1.0,0,1.0,0,630,3,0,1302,2,1,3,6,8,0,4.0,1.0,1970.0,2,440,3.0,3.0,0,0,0.0,0.0,0,106000,41,0,1932
1105,1105,98.0,12256,8,5,1994,362.0,4,3,5.0,3.0,3.0,6.0,1032,1.0,0,431,5,0,2622,3,1,4,9,8,2,3.0,1.0,1994.0,2,712,3.0,3.0,186,0,0.0,0.0,0,325000,17,1,4085
1106,1106,114.0,10357,7,5,1990,0.0,4,3,4.0,3.0,2.0,6.0,738,1.0,0,172,4,0,1442,3,0,4,6,8,1,3.0,1.0,1990.0,2,719,3.0,3.0,0,0,0.0,0.0,0,179900,21,1,2352
1107,1107,168.0,23257,7,5,2006,0.0,4,3,5.0,4.0,1.0,1.0,0,1.0,0,868,5,0,2021,2,1,4,9,8,1,4.0,3.0,2006.0,2,422,3.0,3.0,0,0,0.0,0.0,0,274725,5,1,2889
1108,1108,69.0,8063,6,5,2000,0.0,3,3,4.0,3.0,1.0,1.0,0,1.0,0,924,5,0,1690,2,1,3,7,8,1,3.0,1.0,2000.0,2,463,3.0,3.0,100,0,0.0,0.0,0,181000,11,1,2614
1109,1109,107.0,11362,8,5,2004,42.0,4,3,5.0,3.0,2.0,6.0,1039,1.0,0,797,5,0,1836,3,0,4,7,8,1,4.0,1.0,2004.0,3,862,3.0,3.0,125,0,0.0,0.0,0,280000,7,1,3672
1110,1110,69.0,8000,6,5,1995,0.0,3,3,4.0,3.0,1.0,6.0,219,1.0,0,554,4,0,1658,3,1,3,8,8,1,3.0,1.0,1995.0,2,431,3.0,3.0,224,0,0.0,0.0,0,188000,16,1,2431
1111,1111,80.0,10480,7,6,1976,660.0,3,3,3.0,3.0,1.0,5.0,403,1.0,0,400,3,0,1964,2,1,3,8,8,1,4.0,1.0,1976.0,2,483,3.0,3.0,0,0,0.0,0.0,0,205000,35,1,2767
1112,1112,73.0,7100,5,7,1957,0.0,3,3,3.0,3.0,1.0,6.0,708,1.0,0,108,3,0,816,2,0,3,5,8,0,4.0,1.0,1957.0,1,308,3.0,3.0,0,0,0.0,0.0,0,129900,54,0,1632
1113,1113,66.0,8923,5,7,1953,0.0,3,3,3.0,3.0,1.0,4.0,643,1.0,0,365,4,0,1008,2,0,4,6,8,0,4.0,1.0,1953.0,1,240,3.0,3.0,0,0,0.0,0.0,0,134500,58,1,2016
1114,1114,90.0,5400,5,7,1954,0.0,3,4,3.0,3.0,1.0,3.0,415,1.0,0,418,5,0,833,1,0,4,4,8,0,4.0,1.0,1955.0,1,326,3.0,3.0,0,0,3.0,3.0,0,117000,57,0,1666
1115,1115,93.0,12085,8,5,2007,328.0,4,3,5.0,3.0,1.0,6.0,1004,1.0,0,730,5,0,1734,3,0,5,7,8,1,4.0,1.0,2007.0,3,928,3.0,3.0,0,0,0.0,0.0,0,318000,4,0,3468
1116,1116,69.0,7750,8,5,2002,0.0,4,3,4.0,3.0,1.0,6.0,353,1.0,0,55,5,0,1419,3,1,4,7,8,1,3.0,3.0,2002.0,2,527,3.0,3.0,120,0,0.0,0.0,0,184100,9,0,1827
1117,1117,57.0,9764,5,7,1967,0.0,3,3,3.0,3.0,1.0,4.0,702,1.0,0,192,5,0,894,2,0,4,5,8,0,4.0,1.0,1967.0,2,450,3.0,3.0,0,0,0.0,0.0,0,130000,44,0,1788
1118,1118,85.0,13825,5,6,1958,0.0,3,4,3.0,3.0,1.0,1.0,0,1.0,0,533,3,0,1601,1,1,3,6,6,0,4.0,3.0,1958.0,1,300,3.0,3.0,280,0,0.0,0.0,0,140000,53,1,2134
1119,1119,70.0,7560,5,5,1959,0.0,3,3,3.0,3.0,1.0,2.0,369,1.0,0,671,3,0,1040,1,0,3,6,8,0,4.0,1.0,1959.0,1,286,3.0,3.0,140,0,2.0,2.0,0,133700,52,1,2080
1120,1120,59.0,8263,6,5,1920,0.0,3,3,3.0,3.0,1.0,1.0,0,1.0,0,1012,3,0,1012,1,0,3,6,8,1,4.0,1.0,1920.0,1,308,3.0,3.0,0,0,3.0,3.0,0,118400,91,1,2024
1121,1121,84.0,10084,7,5,2005,196.0,4,3,4.0,3.0,3.0,6.0,24,1.0,0,1528,5,0,1552,2,0,4,7,8,0,4.0,1.0,2005.0,3,782,3.0,3.0,144,0,0.0,0.0,0,212900,6,1,3104
1122,1122,69.0,8926,4,3,1956,0.0,3,3,3.0,3.0,1.0,1.0,0,1.0,0,672,5,0,960,1,0,3,5,8,0,4.0,4.0,1956.0,1,288,3.0,3.0,64,0,3.0,3.0,0,112000,55,1,1632
1123,1123,50.0,9405,5,9,1947,0.0,3,5,3.0,3.0,1.0,1.0,0,1.0,0,698,5,0,698,1,1,3,4,8,0,4.0,1.0,1980.0,0,0,3.0,3.0,0,0,0.0,0.0,0,118000,64,1,1396
1124,1124,69.0,9125,7,5,1992,170.0,3,3,4.0,3.0,1.0,1.0,0,1.0,0,384,4,0,1482,2,1,4,7,8,1,3.0,1.0,1992.0,2,392,3.0,3.0,100,0,0.0,0.0,0,163900,19,1,1866
1125,1125,60.0,10434,4,5,1955,0.0,3,3,3.0,3.0,1.0,1.0,0,1.0,0,1005,3,0,1005,1,0,2,5,8,1,3.0,1.0,1977.0,2,672,2.0,2.0,0,0,0.0,0.0,0,115000,56,0,2010
1126,1126,53.0,3684,7,5,2007,130.0,4,3,4.0,3.0,1.0,1.0,0,1.0,0,1373,5,0,1555,2,0,4,7,8,1,3.0,1.0,2007.0,3,660,3.0,3.0,143,0,0.0,0.0,0,174000,4,1,2928
1127,1127,182.0,14572,7,5,2004,0.0,4,3,4.0,3.0,3.0,6.0,1300,1.0,0,230,5,0,1530,3,0,4,7,8,1,4.0,1.0,2004.0,3,630,3.0,3.0,144,0,0.0,0.0,0,259000,7,1,3060
1128,1128,59.0,11796,7,5,2004,0.0,4,3,4.0,3.0,3.0,1.0,0,1.0,0,847,5,0,1959,2,1,4,8,8,1,4.0,3.0,2004.0,2,434,3.0,3.0,100,0,0.0,0.0,0,215000,7,1,2806
1129,1129,60.0,7200,5,5,1980,180.0,3,3,4.0,3.0,4.0,6.0,936,1.0,0,0,3,0,936,2,0,3,4,8,0,4.0,1.0,1980.0,2,672,3.0,3.0,49,0,0.0,0.0,0,140000,31,0,1872
1130,1130,65.0,7804,4,3,1928,0.0,3,3,3.0,3.0,1.0,4.0,622,1.0,0,500,3,0,1981,3,0,4,7,6,2,3.0,1.0,1981.0,2,576,3.0,3.0,431,0,3.0,3.0,0,135000,83,1,3103
1131,1131,63.0,10712,5,5,1991,0.0,3,3,4.0,3.0,2.0,4.0,212,1.0,0,762,3,0,974,1,0,3,5,8,0,4.0,1.0,1980.0,0,0,3.0,3.0,0,0,3.0,3.0,0,93500,20,1,1948
1132,1132,90.0,9900,6,4,1880,0.0,3,3,3.0,3.0,2.0,1.0,0,1.0,0,1008,3,0,2210,2,0,2,8,8,0,4.0,1.0,1930.0,1,205,2.0,3.0,0,0,0.0,0.0,0,117500,131,1,3218
1133,1133,80.0,9828,8,5,1995,0.0,4,3,4.0,3.0,1.0,6.0,584,1.0,0,544,5,0,2020,2,1,4,8,8,1,3.0,1.0,1995.0,2,466,3.0,3.0,0,0,0.0,0.0,0,239500,16,1,3148
1134,1134,57.0,8773,6,5,1997,0.0,3,3,4.0,3.0,3.0,1.0,0,1.0,0,916,4,0,1600,2,1,3,7,8,1,3.0,1.0,1997.0,2,460,3.0,3.0,100,0,0.0,0.0,0,169000,14,1,2516
1135,1135,60.0,6180,6,5,1926,0.0,3,3,3.0,3.0,1.0,1.0,0,1.0,0,960,3,0,986,1,0,3,5,8,1,4.0,1.0,1926.0,1,180,3.0,3.0,0,0,0.0,0.0,0,102000,85,1,1946
1136,1136,80.0,9600,6,5,1950,0.0,3,3,3.0,3.0,1.0,4.0,280,1.0,0,752,3,0,1252,1,0,3,6,8,0,4.0,1.0,1950.0,1,288,3.0,3.0,0,0,0.0,0.0,0,119000,61,1,2284
1137,1137,54.0,6342,5,8,1875,0.0,3,4,3.0,3.0,1.0,1.0,0,1.0,0,780,4,0,1020,1,0,3,6,8,0,4.0,1.0,1980.0,0,0,3.0,3.0,0,0,0.0,0.0,0,94000,136,1,1800
1138,1138,69.0,9819,6,5,1977,0.0,3,3,3.0,3.0,4.0,5.0,1567,1.0,0,0,3,0,1567,3,0,4,5,8,2,3.0,1.0,1977.0,2,714,3.0,3.0,264,0,0.0,0.0,0,196000,34,1,3134
1139,1139,98.0,8731,5,5,1920,0.0,3,2,3.0,3.0,1.0,4.0,645,1.0,0,270,3,0,1167,1,0,3,6,4,1,4.0,1.0,1972.0,2,495,3.0,3.0,0,0,0.0,0.0,0,144000,91,1,2082
1140,1140,60.0,7350,5,7,1951,0.0,3,3,3.0,3.0,2.0,5.0,852,1.0,0,100,3,0,952,2,0,3,4,8,0,4.0,1.0,1988.0,2,840,3.0,3.0,0,0,0.0,0.0,0,139000,60,0,1904
1141,1141,69.0,10304,5,7,1976,44.0,3,4,3.0,3.0,1.0,5.0,381,1.0,0,399,5,0,1868,3,1,4,9,8,1,3.0,1.0,1976.0,2,484,3.0,3.0,448,0,0.0,0.0,0,197500,35,1,2648
1142,1142,77.0,9965,8,5,2006,340.0,4,3,5.0,3.0,4.0,6.0,1150,1.0,0,316,5,0,2828,4,0,4,11,8,1,3.0,3.0,2006.0,3,1052,3.0,3.0,125,0,0.0,0.0,0,424870,5,1,4294
1143,1143,69.0,9000,5,3,1959,0.0,3,3,3.0,3.0,1.0,6.0,288,1.0,0,718,3,0,1006,1,0,3,5,8,0,4.0,1.0,1980.0,0,0,3.0,3.0,0,0,0.0,0.0,0,80000,52,1,2012
1144,1144,60.0,12180,4,4,1941,0.0,3,2,4.0,3.0,1.0,4.0,348,1.0,0,324,2,0,924,2,0,2,5,8,0,4.0,1.0,1941.0,1,280,3.0,3.0,0,0,3.0,3.0,0,80000,70,0,1596
1145,1145,52.0,6240,5,6,1928,0.0,3,3,3.0,3.0,1.0,1.0,0,1.0,0,1042,5,0,1576,1,0,3,8,8,1,4.0,1.0,1928.0,1,225,3.0,3.0,0,0,0.0,0.0,0,149000,83,0,2618
1146,1146,69.0,11200,6,5,1985,85.0,4,3,4.0,3.0,1.0,6.0,1258,1.0,0,40,3,0,1298,3,0,4,5,8,1,3.0,1.0,1985.0,2,403,3.0,3.0,165,0,0.0,0.0,0,180000,26,1,2596
1147,1147,75.0,12000,7,7,1941,0.0,3,3,3.0,3.0,1.0,3.0,275,1.0,0,429,5,0,1564,1,1,2,7,8,1,4.0,1.0,1941.0,1,234,3.0,3.0,0,0,0.0,0.0,0,174500,70,0,2268
1148,1148,69.0,5700,7,7,1926,0.0,3,3,3.0,3.0,1.0,1.0,0,1.0,0,572,3,0,1111,1,0,3,5,8,1,4.0,1.0,1982.0,1,288,3.0,3.0,0,0,0.0,0.0,0,116900,85,1,1683
1149,1149,50.0,9000,7,9,1920,0.0,3,4,3.0,3.0,1.0,5.0,624,1.0,0,26,5,0,1482,1,1,3,7,8,0,4.0,1.0,1930.0,2,324,3.0,3.0,0,0,0.0,0.0,0,143000,91,0,2132
1150,1150,57.0,8280,6,5,1950,0.0,3,3,3.0,3.0,1.0,1.0,0,1.0,0,932,5,0,932,1,0,4,4,8,1,4.0,1.0,1950.0,1,306,3.0,3.0,0,0,4.0,4.0,0,124000,61,1,1864
1151,1151,134.0,17755,5,4,1959,132.0,3,3,3.0,3.0,1.0,4.0,176,1.0,0,1290,3,0,1466,1,1,2,6,8,2,4.0,1.0,1959.0,2,528,3.0,3.0,0,0,0.0,0.0,0,149900,52,1,2932
1152,1152,90.0,14115,6,7,1956,0.0,3,3,3.0,3.0,1.0,5.0,296,6.0,547,230,5,0,1811,1,0,5,6,8,1,4.0,1.0,1956.0,2,470,3.0,3.0,0,0,0.0,0.0,0,230000,55,1,2884
1153,1153,69.0,5890,6,8,1930,0.0,4,4,3.0,3.0,3.0,5.0,538,1.0,0,278,5,0,816,1,0,3,5,8,0,4.0,1.0,2002.0,1,432,3.0,3.0,0,0,0.0,0.0,0,120500,81,1,1632
1154,1154,69.0,13700,7,6,1965,288.0,3,3,3.0,3.0,4.0,5.0,454,1.0,0,410,3,0,1820,1,2,4,8,8,2,4.0,1.0,1965.0,2,492,3.0,3.0,60,0,4.0,4.0,0,201800,46,1,2684
1155,1155,90.0,10768,5,8,1976,0.0,4,4,4.0,3.0,4.0,5.0,1157,1.0,0,280,3,0,1437,3,0,4,6,8,1,2.0,1.0,1976.0,2,528,3.0,3.0,0,0,0.0,0.0,0,218000,35,1,2874
1156,1156,85.0,9350,5,8,1965,0.0,3,4,3.0,3.0,4.0,5.0,633,1.0,0,586,4,0,1265,2,1,4,6,8,1,4.0,1.0,1965.0,2,502,3.0,3.0,0,0,3.0,3.0,0,179900,46,1,2484
1157,1157,34.0,5001,7,5,2007,166.0,4,3,4.0,3.0,1.0,6.0,904,1.0,0,410,5,0,1314,3,0,4,6,8,1,4.0,1.0,2008.0,2,626,3.0,3.0,172,0,0.0,0.0,0,230000,4,1,2628
1158,1158,92.0,11932,8,5,2007,186.0,4,3,4.0,3.0,1.0,1.0,0,1.0,0,1580,5,0,1580,2,0,4,7,8,0,4.0,1.0,2008.0,3,830,3.0,3.0,0,0,0.0,0.0,0,235128,4,1,3160
1159,1159,76.0,9120,6,6,1974,270.0,4,3,3.0,3.0,1.0,5.0,442,1.0,0,459,3,0,1876,2,1,4,8,8,1,3.0,1.0,1974.0,2,540,4.0,3.0,0,0,0.0,0.0,0,185000,37,1,2777
1160,1160,24.0,2280,6,5,1978,0.0,3,3,4.0,3.0,1.0,5.0,311,1.0,0,544,2,0,1456,2,1,3,7,8,1,3.0,1.0,1978.0,2,440,3.0,3.0,26,0,0.0,0.0,0,146000,33,0,2311
1161,1161,69.0,14778,6,7,1954,72.0,4,3,3.0,3.0,1.0,4.0,728,1.0,0,568,5,0,1640,2,0,4,7,8,1,4.0,1.0,1993.0,2,924,3.0,3.0,108,0,0.0,0.0,0,224000,57,1,2936
1162,1162,109.0,8724,5,5,1968,0.0,3,3,4.0,3.0,1.0,4.0,492,1.0,0,402,4,0,894,1,0,3,5,8,1,1.0,1.0,1968.0,2,450,3.0,3.0,0,0,0.0,0.0,0,129000,43,0,1788
1163,1163,60.0,12900,4,4,1969,0.0,3,3,4.0,3.0,3.0,6.0,1198,1.0,0,0,3,0,1258,2,2,3,6,8,0,4.0,2.0,1969.0,2,400,2.0,3.0,120,0,0.0,0.0,0,108959,42,0,2456
1164,1164,69.0,16157,5,7,1978,0.0,3,3,4.0,3.0,4.0,5.0,680,3.0,391,289,5,0,1432,2,1,4,5,8,1,3.0,1.0,1978.0,2,588,3.0,3.0,168,0,0.0,0.0,0,194000,33,1,2792
1165,1165,79.0,9541,7,5,2009,268.0,4,3,4.0,3.0,1.0,1.0,0,1.0,0,1502,5,0,1502,2,0,4,7,8,0,4.0,1.0,2009.0,2,644,3.0,3.0,0,0,0.0,0.0,0,233170,2,1,3004
1166,1166,64.0,10475,8,5,2008,72.0,4,3,4.0,3.0,3.0,1.0,0,1.0,0,1694,5,0,1694,2,0,4,7,8,0,4.0,1.0,2008.0,3,776,3.0,3.0,160,0,0.0,0.0,0,245350,3,1,3388
1167,1167,58.0,10852,6,5,2000,0.0,3,3,4.0,3.0,1.0,6.0,786,1.0,0,173,5,0,1671,3,1,3,7,8,1,3.0,1.0,2000.0,2,472,3.0,3.0,0,0,0.0,0.0,0,173000,11,1,2630
1168,1168,120.0,13728,6,7,1935,0.0,3,3,3.0,3.0,1.0,3.0,626,1.0,0,501,5,0,2108,2,0,4,7,8,2,3.0,4.0,1935.0,2,540,3.0,3.0,0,0,0.0,0.0,0,235000,76,1,3235
1169,1169,118.0,35760,10,5,1995,1378.0,4,4,5.0,3.0,4.0,6.0,1387,1.0,0,543,5,0,3627,4,1,4,10,8,1,3.0,1.0,1995.0,3,807,3.0,3.0,361,0,0.0,0.0,0,625000,16,1,5557
1170,1170,76.0,9880,6,6,1977,0.0,3,3,3.0,3.0,3.0,5.0,522,1.0,0,574,3,0,1118,2,0,3,6,8,1,1.0,1.0,1977.0,1,358,3.0,3.0,203,576,4.0,4.0,0,171000,34,0,2214
1171,1171,76.0,9120,6,6,1958,0.0,3,3,3.0,3.0,1.0,5.0,662,1.0,0,599,5,0,1261,2,0,3,6,8,1,3.0,1.0,1958.0,2,433,3.0,3.0,0,0,0.0,0.0,1400,163000,53,1,2522
1172,1172,35.0,4017,7,5,2006,0.0,4,3,4.0,3.0,1.0,1.0,0,1.0,0,625,5,0,1250,2,1,4,5,8,0,4.0,1.0,2006.0,2,625,3.0,3.0,0,0,0.0,0.0,0,171900,5,1,1875
1173,1173,138.0,18030,5,6,1946,0.0,3,3,3.0,3.0,1.0,3.0,152,4.0,469,977,3,479,3086,3,0,5,12,4,1,4.0,1.0,1980.0,0,0,3.0,3.0,122,0,3.0,3.0,0,200500,65,0,4205
1174,1174,80.0,16560,6,8,1932,0.0,3,3,4.0,3.0,1.0,3.0,503,1.0,0,449,3,0,2345,2,1,3,9,8,1,4.0,1.0,1932.0,2,360,3.0,3.0,0,0,0.0,0.0,0,239000,79,0,3297
1175,1175,85.0,10678,8,5,1992,337.0,4,3,4.0,3.0,1.0,6.0,700,1.0,0,983,5,0,2872,2,1,4,9,8,1,3.0,1.0,1992.0,2,541,3.0,3.0,0,0,0.0,0.0,0,285000,19,1,4555
1176,1176,37.0,6951,5,5,1984,0.0,3,3,3.0,3.0,1.0,5.0,658,1.0,0,218,3,0,923,2,0,3,5,8,0,4.0,1.0,1984.0,1,264,3.0,3.0,362,0,3.0,3.0,0,119500,27,0,1799
1177,1177,69.0,3950,6,8,1926,0.0,3,3,3.0,3.0,1.0,3.0,468,1.0,0,350,3,0,1224,1,0,3,5,8,0,4.0,1.0,1926.0,1,210,3.0,3.0,0,0,0.0,0.0,0,115000,85,1,2042
1178,1178,54.0,7681,5,6,1921,0.0,3,3,3.0,3.0,1.0,1.0,0,1.0,0,731,5,0,1343,1,1,3,7,8,1,4.0,1.0,1921.0,1,186,2.0,3.0,192,0,0.0,0.0,0,154900,90,1,2074
1179,1179,77.0,8335,5,5,1954,0.0,3,3,4.0,3.0,1.0,4.0,0,1.0,0,0,4,0,1124,1,0,3,5,6,1,4.0,1.0,1980.0,0,0,3.0,3.0,0,0,0.0,0.0,0,93000,57,1,1124
1180,1180,69.0,11170,7,5,1990,0.0,3,3,4.0,3.0,1.0,2.0,1216,1.0,0,0,5,0,2514,2,1,3,8,8,0,4.0,1.0,1990.0,2,693,3.0,3.0,0,0,4.0,4.0,0,250000,21,0,3730
1181,1181,64.0,5587,8,5,2008,186.0,5,3,5.0,3.0,4.0,6.0,1480,1.0,0,120,5,0,1652,3,1,4,5,8,1,4.0,1.0,2008.0,2,482,3.0,3.0,162,0,0.0,0.0,0,392500,3,1,3252
1182,1182,160.0,15623,10,5,1996,0.0,4,3,5.0,3.0,3.0,6.0,2096,1.0,0,300,5,0,4476,4,1,5,10,8,2,3.0,1.0,1996.0,3,813,3.0,3.0,171,555,3.0,3.0,0,745000,15,1,6872
1183,1183,60.0,10800,5,6,1920,0.0,3,3,3.0,3.0,1.0,3.0,821,1.0,0,299,5,0,1130,2,0,3,5,8,1,4.0,1.0,1970.0,2,720,3.0,3.0,229,0,0.0,0.0,0,120000,91,0,2250
1184,1184,50.0,35133,5,4,1963,226.0,3,3,3.0,3.0,4.0,3.0,1159,1.0,0,413,4,0,1572,2,1,3,5,8,2,3.0,6.0,1963.0,3,995,3.0,3.0,0,0,0.0,0.0,0,186700,48,1,3144
1185,1185,60.0,9738,5,7,1924,0.0,3,4,3.0,3.0,1.0,4.0,392,1.0,0,392,4,0,1221,2,0,3,7,8,0,4.0,1.0,1965.0,1,392,3.0,3.0,0,0,0.0,0.0,0,104900,87,1,2005
1186,1186,107.0,10615,3,5,1900,0.0,3,3,2.0,3.0,2.0,4.0,440,1.0,0,538,3,0,1699,3,0,3,7,8,0,4.0,2.0,1920.0,2,420,2.0,2.0,0,0,0.0,0.0,0,95000,111,1,2677
1187,1187,89.0,12461,8,5,1994,0.0,4,3,4.0,3.0,1.0,6.0,1456,1.0,0,168,5,0,1624,3,0,4,5,8,1,2.0,1.0,1994.0,3,757,3.0,3.0,0,0,4.0,4.0,0,262000,17,1,3248
1188,1188,68.0,8935,7,5,2002,95.0,4,3,4.0,3.0,1.0,1.0,0,1.0,0,831,5,0,1660,2,1,4,7,8,0,4.0,1.0,2002.0,2,493,3.0,3.0,144,0,0.0,0.0,0,195000,9,1,2491
1189,1189,60.0,7500,7,5,1999,0.0,3,3,3.0,3.0,1.0,1.0,0,1.0,0,994,4,0,1804,2,1,4,7,8,1,3.0,1.0,1999.0,2,442,3.0,3.0,140,0,0.0,0.0,0,189000,12,1,2798
1190,1190,69.0,32463,4,4,1961,149.0,3,4,3.0,3.0,3.0,4.0,1159,1.0,0,90,5,0,1622,2,0,3,7,8,1,3.0,6.0,1975.0,4,1356,3.0,3.0,439,0,0.0,0.0,0,168000,50,0,2871
1191,1191,24.0,2645,8,5,1999,456.0,4,3,4.0,3.0,1.0,1.0,0,1.0,0,776,5,0,1441,2,1,4,5,8,0,4.0,1.0,1999.0,2,492,3.0,3.0,206,0,0.0,0.0,0,174000,12,0,2217
1192,1192,60.0,9600,5,8,1925,0.0,3,3,3.0,3.0,2.0,1.0,0,1.0,0,702,4,0,1472,1,0,4,6,8,0,4.0,1.0,1925.0,1,250,3.0,2.0,0,0,2.0,2.0,0,125000,86,1,2174
1193,1193,69.0,4500,6,5,1999,425.0,3,3,5.0,3.0,1.0,6.0,883,1.0,0,341,5,0,1224,3,0,3,5,8,0,4.0,1.0,1999.0,2,402,3.0,3.0,0,0,0.0,0.0,0,165000,12,1,2448
