,LotFrontage,LotArea,OverallQual,OverallCond,YearBuilt,MasVnrArea,ExteriorQ,ExteriorC,BasementQ,BasementC,BasementEx,Basement1,BsmtFinSF1,Basement2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,Kitchen,TotRmsAbvGrd,Function,Fireplaces,FireplaceQ,Garage,GarageYrBlt,GarageCars,GarageArea,GarageQ,GarageC,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,Pool,FenceType,MiscVal,SalePrice
1094,74.0,5868,5,7,1956,0.0,3,3,3.0,3.0,1.0,4.0,248,3.0,240,448,936,5,936,0,0,936,1,0,1,0,3,4,8,0,,,1956.0,1,308,3.0,3.0,0,0,80,0,160,0,0.0,0.0,0,129000
1095,78.0,9317,6,5,2006,0.0,4,3,4.0,3.0,1.0,6.0,24,1.0,0,1290,1314,4,1314,0,0,1314,0,0,2,0,4,6,8,1,4.0,,2006.0,2,440,3.0,3.0,0,22,0,0,0,0,0.0,0.0,0,176432
1096,60.0,6882,6,7,1914,0.0,3,3,3.0,3.0,1.0,1.0,0,1.0,0,684,684,3,773,582,0,1355,0,0,1,1,4,7,8,0,,,,0,0,,,136,0,115,0,0,0,0.0,0.0,0,127000
1097,,3696,8,5,1986,0.0,4,3,4.0,3.0,1.0,1.0,0,1.0,0,1074,1074,5,1088,0,0,1088,0,0,1,1,4,5,8,0,,,1987.0,2,461,3.0,3.0,0,74,137,0,0,0,0.0,0.0,0,170000
1098,50.0,6000,4,6,1936,0.0,3,3,3.0,3.0,1.0,4.0,672,1.0,0,0,672,3,757,567,0,1324,0,0,1,0,3,6,8,0,,1.0,1936.0,1,240,3.0,3.0,0,0,0,0,0,0,0.0,0.0,0,128000
1099,82.0,11880,7,5,1978,206.0,3,3,4.0,3.0,1.0,5.0,704,1.0,0,567,1271,3,1601,0,0,1601,0,0,2,0,3,7,8,1,3.0,,1978.0,2,478,3.0,3.0,0,0,0,0,0,0,0.0,0.0,0,157000
1100,60.0,8400,2,5,1920,0.0,3,3,3.0,2.0,1.0,3.0,290,1.0,0,0,290,3,438,0,0,438,0,0,1,0,2,3,8,0,,1.0,1930.0,1,246,3.0,3.0,0,0,0,0,0,0,0.0,0.0,0,60000
1101,61.0,9758,5,5,1971,0.0,3,3,3.0,3.0,1.0,4.0,412,2.0,287,251,950,3,950,0,0,950,0,0,1,0,3,5,8,0,,1.0,1981.0,1,280,3.0,3.0,0,0,0,0,0,0,0.0,0.0,0,119500
1102,70.0,7000,5,7,1960,45.0,3,3,3.0,3.0,1.0,3.0,588,1.0,0,422,1010,5,1134,0,0,1134,0,0,1,0,3,6,8,0,,,1960.0,1,254,3.0,3.0,0,16,0,0,0,0,1.0,1.0,0,135000
1103,79.0,8910,6,6,1959,0.0,3,3,3.0,3.0,2.0,5.0,655,1.0,0,0,655,5,1194,0,0,1194,0,1,1,0,3,6,8,1,2.0,3.0,1954.0,2,539,3.0,3.0,0,0,192,0,0,0,0.0,0.0,0,159500
1104,24.0,2016,5,5,1970,304.0,3,3,3.0,3.0,1.0,1.0,0,1.0,0,630,630,3,630,672,0,1302,0,0,2,1,3,6,8,0,,1.0,1970.0,2,440,3.0,3.0,0,0,0,0,0,0,0.0,0.0,0,106000
1105,98.0,12256,8,5,1994,362.0,4,3,5.0,3.0,3.0,6.0,1032,1.0,0,431,1463,5,1500,1122,0,2622,1,0,2,1,4,9,8,2,3.0,,1994.0,2,712,3.0,3.0,186,32,0,0,0,0,0.0,0.0,0,325000
1106,114.0,10357,7,5,1990,0.0,4,3,4.0,3.0,2.0,6.0,738,1.0,0,172,910,4,1442,0,0,1442,1,0,2,0,4,6,8,1,3.0,,1990.0,2,719,3.0,3.0,0,244,0,0,0,0,0.0,0.0,0,179900
1107,168.0,23257,7,5,2006,0.0,4,3,5.0,4.0,1.0,1.0,0,1.0,0,868,868,5,887,1134,0,2021,0,0,2,1,4,9,8,1,4.0,3.0,2006.0,2,422,3.0,3.0,0,100,0,0,0,0,0.0,0.0,0,274725
1108,,8063,6,5,2000,0.0,3,3,4.0,3.0,1.0,1.0,0,1.0,0,924,924,5,948,742,0,1690,0,0,2,1,3,7,8,1,3.0,,2000.0,2,463,3.0,3.0,100,48,0,0,0,0,0.0,0.0,0,181000
1109,107.0,11362,8,5,2004,42.0,4,3,5.0,3.0,2.0,6.0,1039,1.0,0,797,1836,5,1836,0,0,1836,1,0,2,0,4,7,8,1,4.0,,2004.0,3,862,3.0,3.0,125,185,0,0,0,0,0.0,0.0,0,280000
1110,,8000,6,5,1995,0.0,3,3,4.0,3.0,1.0,6.0,219,1.0,0,554,773,4,773,885,0,1658,1,0,2,1,3,8,8,1,3.0,,1995.0,2,431,3.0,3.0,224,84,0,0,0,0,0.0,0.0,0,188000
1111,80.0,10480,7,6,1976,660.0,3,3,3.0,3.0,1.0,5.0,403,1.0,0,400,803,3,1098,866,0,1964,0,0,2,1,3,8,8,1,4.0,,1976.0,2,483,3.0,3.0,0,69,0,0,0,0,0.0,0.0,0,205000
1112,73.0,7100,5,7,1957,0.0,3,3,3.0,3.0,1.0,6.0,708,1.0,0,108,816,3,816,0,0,816,1,0,1,0,3,5,8,0,,1.0,1957.0,1,308,3.0,3.0,0,0,0,0,0,0,0.0,0.0,0,129900
1113,66.0,8923,5,7,1953,0.0,3,3,3.0,3.0,1.0,4.0,643,1.0,0,365,1008,4,1008,0,0,1008,1,0,1,0,4,6,8,0,,,1953.0,1,240,3.0,3.0,0,18,0,0,0,0,0.0,0.0,0,134500
1114,90.0,5400,5,7,1954,0.0,3,4,3.0,3.0,1.0,3.0,415,1.0,0,418,833,5,833,0,0,833,0,0,1,0,4,4,8,0,,1.0,1955.0,1,326,3.0,3.0,0,0,0,0,0,0,3.0,3.0,0,117000
1115,93.0,12085,8,5,2007,328.0,4,3,5.0,3.0,1.0,6.0,1004,1.0,0,730,1734,5,1734,0,0,1734,1,0,2,0,5,7,8,1,4.0,,2007.0,3,928,3.0,3.0,0,0,0,0,0,0,0.0,0.0,0,318000
1116,,7750,8,5,2002,0.0,4,3,4.0,3.0,1.0,6.0,353,1.0,0,55,408,5,779,640,0,1419,1,0,2,1,4,7,8,1,3.0,3.0,2002.0,2,527,3.0,3.0,120,0,0,0,0,0,0.0,0.0,0,184100
1117,57.0,9764,5,7,1967,0.0,3,3,3.0,3.0,1.0,4.0,702,1.0,0,192,894,5,894,0,0,894,1,0,1,0,4,5,8,0,,,1967.0,2,450,3.0,3.0,0,0,0,0,0,0,0.0,0.0,0,130000
1118,85.0,13825,5,6,1958,0.0,3,4,3.0,3.0,1.0,1.0,0,1.0,0,533,533,3,1021,580,0,1601,0,1,1,0,3,6,6,0,,3.0,1958.0,1,300,3.0,3.0,280,34,0,0,0,0,0.0,0.0,0,140000
1119,70.0,7560,5,5,1959,0.0,3,3,3.0,3.0,1.0,2.0,369,1.0,0,671,1040,3,1040,0,0,1040,0,0,1,0,3,6,8,0,,,1959.0,1,286,3.0,3.0,140,0,252,0,0,0,2.0,2.0,0,133700
1120,59.0,8263,6,5,1920,0.0,3,3,3.0,3.0,1.0,1.0,0,1.0,0,1012,1012,3,1012,0,0,1012,0,0,1,0,3,6,8,1,4.0,1.0,1920.0,1,308,3.0,3.0,0,22,112,0,0,0,3.0,3.0,0,118400
1121,84.0,10084,7,5,2005,196.0,4,3,4.0,3.0,3.0,6.0,24,1.0,0,1528,1552,5,1552,0,0,1552,0,0,2,0,4,7,8,0,,,2005.0,3,782,3.0,3.0,144,20,0,0,0,0,0.0,0.0,0,212900
1122,,8926,4,3,1956,0.0,3,3,3.0,3.0,1.0,1.0,0,1.0,0,672,672,5,960,0,0,960,0,0,1,0,3,5,8,0,,4.0,1956.0,1,288,3.0,3.0,64,0,0,0,160,0,3.0,3.0,0,112000
1123,50.0,9405,5,9,1947,0.0,3,5,3.0,3.0,1.0,1.0,0,1.0,0,698,698,5,698,0,0,698,0,1,1,0,3,4,8,0,,,,0,0,,,0,200,0,0,0,0,0.0,0.0,0,118000
1124,,9125,7,5,1992,170.0,3,3,4.0,3.0,1.0,1.0,0,1.0,0,384,384,4,812,670,0,1482,0,0,2,1,4,7,8,1,3.0,,1992.0,2,392,3.0,3.0,100,25,0,0,0,0,0.0,0.0,0,163900
1125,60.0,10434,4,5,1955,0.0,3,3,3.0,3.0,1.0,1.0,0,1.0,0,1005,1005,3,1005,0,0,1005,0,0,1,0,2,5,8,1,3.0,1.0,1977.0,2,672,2.0,2.0,0,0,0,0,0,0,0.0,0.0,0,115000
1126,53.0,3684,7,5,2007,130.0,4,3,4.0,3.0,1.0,1.0,0,1.0,0,1373,1373,5,1555,0,0,1555,0,0,2,0,4,7,8,1,3.0,,2007.0,3,660,3.0,3.0,143,20,0,0,0,0,0.0,0.0,0,174000
1127,182.0,14572,7,5,2004,0.0,4,3,4.0,3.0,3.0,6.0,1300,1.0,0,230,1530,5,1530,0,0,1530,1,0,2,0,4,7,8,1,4.0,,2004.0,3,630,3.0,3.0,144,36,0,0,0,0,0.0,0.0,0,259000
1128,59.0,11796,7,5,2004,0.0,4,3,4.0,3.0,3.0,1.0,0,1.0,0,847,847,5,847,1112,0,1959,0,0,2,1,4,8,8,1,4.0,3.0,2004.0,2,434,3.0,3.0,100,48,0,0,0,0,0.0,0.0,0,215000
1129,60.0,7200,5,5,1980,180.0,3,3,4.0,3.0,4.0,6.0,936,1.0,0,0,936,3,936,0,0,936,1,0,1,0,3,4,8,0,,1.0,1980.0,2,672,3.0,3.0,49,0,0,0,0,0,0.0,0.0,0,140000
1130,65.0,7804,4,3,1928,0.0,3,3,3.0,3.0,1.0,4.0,622,1.0,0,500,1122,3,1328,653,0,1981,1,0,2,0,4,7,6,2,3.0,1.0,1981.0,2,576,3.0,3.0,431,44,0,0,0,0,3.0,3.0,0,135000
1131,63.0,10712,5,5,1991,0.0,3,3,4.0,3.0,2.0,4.0,212,1.0,0,762,974,3,974,0,0,974,0,0,1,0,3,5,8,0,,,,0,0,,,0,28,0,0,0,0,3.0,3.0,0,93500
1132,90.0,9900,6,4,1880,0.0,3,3,3.0,3.0,2.0,1.0,0,1.0,0,1008,1008,3,1178,1032,0,2210,0,0,2,0,2,8,8,0,,1.0,1930.0,1,205,2.0,3.0,0,48,0,0,0,0,0.0,0.0,0,117500
1133,80.0,9828,8,5,1995,0.0,4,3,4.0,3.0,1.0,6.0,584,1.0,0,544,1128,5,1142,878,0,2020,0,0,2,1,4,8,8,1,3.0,,1995.0,2,466,3.0,3.0,0,155,0,0,0,0,0.0,0.0,0,239500
1134,57.0,8773,6,5,1997,0.0,3,3,4.0,3.0,3.0,1.0,0,1.0,0,916,916,4,916,684,0,1600,0,0,2,1,3,7,8,1,3.0,,1997.0,2,460,3.0,3.0,100,38,0,0,0,0,0.0,0.0,0,169000
1135,60.0,6180,6,5,1926,0.0,3,3,3.0,3.0,1.0,1.0,0,1.0,0,960,960,3,986,0,0,986,0,0,1,0,3,5,8,1,4.0,1.0,1926.0,1,180,3.0,3.0,0,128,0,0,0,0,0.0,0.0,0,102000
1136,80.0,9600,6,5,1950,0.0,3,3,3.0,3.0,1.0,4.0,280,1.0,0,752,1032,3,1032,220,0,1252,0,0,1,0,3,6,8,0,,,1950.0,1,288,3.0,3.0,0,0,96,0,0,0,0.0,0.0,0,119000
1137,54.0,6342,5,8,1875,0.0,3,4,3.0,3.0,1.0,1.0,0,1.0,0,780,780,4,780,240,0,1020,0,0,1,0,3,6,8,0,,,,0,0,,,0,0,176,0,0,0,0.0,0.0,0,94000
1138,,9819,6,5,1977,0.0,3,3,3.0,3.0,4.0,5.0,1567,1.0,0,0,1567,3,1567,0,0,1567,1,0,2,0,4,5,8,2,3.0,,1977.0,2,714,3.0,3.0,264,32,0,0,0,0,0.0,0.0,0,196000
1139,98.0,8731,5,5,1920,0.0,3,2,3.0,3.0,1.0,4.0,645,1.0,0,270,915,3,1167,0,0,1167,0,0,1,0,3,6,4,1,4.0,1.0,1972.0,2,495,3.0,3.0,0,0,216,0,126,0,0.0,0.0,0,144000
1140,60.0,7350,5,7,1951,0.0,3,3,3.0,3.0,2.0,5.0,852,1.0,0,100,952,3,952,0,0,952,1,0,1,0,3,4,8,0,,1.0,1988.0,2,840,3.0,3.0,0,0,0,0,0,0,0.0,0.0,0,139000
1141,,10304,5,7,1976,44.0,3,4,3.0,3.0,1.0,5.0,381,1.0,0,399,780,5,1088,780,0,1868,1,0,2,1,4,9,8,1,3.0,,1976.0,2,484,3.0,3.0,448,96,0,0,0,0,0.0,0.0,0,197500
1142,77.0,9965,8,5,2006,340.0,4,3,5.0,3.0,4.0,6.0,1150,1.0,0,316,1466,5,1466,1362,0,2828,1,0,3,0,4,11,8,1,3.0,3.0,2006.0,3,1052,3.0,3.0,125,144,0,0,0,0,0.0,0.0,0,424870
1143,,9000,5,3,1959,0.0,3,3,3.0,3.0,1.0,6.0,288,1.0,0,718,1006,3,1006,0,0,1006,0,0,1,0,3,5,8,0,,,,0,0,,,0,24,0,0,0,0,0.0,0.0,0,80000
1144,60.0,12180,4,4,1941,0.0,3,2,4.0,3.0,1.0,4.0,348,1.0,0,324,672,2,672,252,0,924,1,0,1,0,2,5,8,0,,1.0,1941.0,1,280,3.0,3.0,0,0,0,0,0,0,3.0,3.0,0,80000
1145,52.0,6240,5,6,1928,0.0,3,3,3.0,3.0,1.0,1.0,0,1.0,0,1042,1042,5,1042,534,0,1576,0,0,1,0,3,8,8,1,4.0,1.0,1928.0,1,225,3.0,3.0,0,0,0,0,0,0,0.0,0.0,0,149000
1146,,11200,6,5,1985,85.0,4,3,4.0,3.0,1.0,6.0,1258,1.0,0,40,1298,3,1298,0,0,1298,1,0,2,0,4,5,8,1,3.0,,1985.0,2,403,3.0,3.0,165,26,0,0,0,0,0.0,0.0,0,180000
1147,75.0,12000,7,7,1941,0.0,3,3,3.0,3.0,1.0,3.0,275,1.0,0,429,704,5,860,704,0,1564,0,0,1,1,2,7,8,1,4.0,,1941.0,1,234,3.0,3.0,0,0,0,0,0,0,0.0,0.0,0,174500
1148,,5700,7,7,1926,0.0,3,3,3.0,3.0,1.0,1.0,0,1.0,0,572,572,3,572,539,0,1111,0,0,1,0,3,5,8,1,4.0,1.0,1982.0,1,288,3.0,3.0,0,0,176,0,0,0,0.0,0.0,0,116900
1149,50.0,9000,7,9,1920,0.0,3,4,3.0,3.0,1.0,5.0,624,1.0,0,26,650,5,832,650,0,1482,0,1,1,0,3,7,8,0,,1.0,1930.0,2,324,3.0,3.0,0,0,0,0,0,0,0.0,0.0,0,143000
1150,57.0,8280,6,5,1950,0.0,3,3,3.0,3.0,1.0,1.0,0,1.0,0,932,932,5,932,0,0,932,0,0,1,0,4,4,8,1,4.0,,1950.0,1,306,3.0,3.0,0,0,214,0,0,0,4.0,4.0,0,124000
1151,134.0,17755,5,4,1959,132.0,3,3,3.0,3.0,1.0,4.0,176,1.0,0,1290,1466,3,1466,0,0,1466,0,0,1,1,2,6,8,2,4.0,,1959.0,2,528,3.0,3.0,0,140,0,0,100,0,0.0,0.0,0,149900
1152,90.0,14115,6,7,1956,0.0,3,3,3.0,3.0,1.0,5.0,296,6.0,547,230,1073,5,1811,0,0,1811,0,0,1,0,5,6,8,1,4.0,,1956.0,2,470,3.0,3.0,0,0,280,0,0,0,0.0,0.0,0,230000
1153,,5890,6,8,1930,0.0,4,4,3.0,3.0,3.0,5.0,538,1.0,0,278,816,5,816,0,0,816,0,0,1,0,3,5,8,0,,1.0,2002.0,1,432,3.0,3.0,0,0,96,0,0,0,0.0,0.0,0,120500
1154,,13700,7,6,1965,288.0,3,3,3.0,3.0,4.0,5.0,454,1.0,0,410,864,3,902,918,0,1820,0,0,1,2,4,8,8,2,4.0,,1965.0,2,492,3.0,3.0,60,84,0,0,273,0,4.0,4.0,0,201800
1155,90.0,10768,5,8,1976,0.0,4,4,4.0,3.0,4.0,5.0,1157,1.0,0,280,1437,3,1437,0,0,1437,1,0,2,0,4,6,8,1,2.0,,1976.0,2,528,3.0,3.0,0,21,0,0,180,0,0.0,0.0,0,218000
1156,85.0,9350,5,8,1965,0.0,3,4,3.0,3.0,4.0,5.0,633,1.0,0,586,1219,4,1265,0,0,1265,0,1,2,0,4,6,8,1,4.0,,1965.0,2,502,3.0,3.0,0,92,0,96,0,0,3.0,3.0,0,179900
1157,34.0,5001,7,5,2007,166.0,4,3,4.0,3.0,1.0,6.0,904,1.0,0,410,1314,5,1314,0,0,1314,1,0,2,0,4,6,8,1,4.0,,2008.0,2,626,3.0,3.0,172,62,0,0,0,0,0.0,0.0,0,230000
1158,92.0,11932,8,5,2007,186.0,4,3,4.0,3.0,1.0,1.0,0,1.0,0,1580,1580,5,1580,0,0,1580,0,0,2,0,4,7,8,0,,,2008.0,3,830,3.0,3.0,0,24,0,0,0,0,0.0,0.0,0,235128
1159,76.0,9120,6,6,1974,270.0,4,3,3.0,3.0,1.0,5.0,442,1.0,0,459,901,3,943,933,0,1876,0,0,2,1,4,8,8,1,3.0,,1974.0,2,540,4.0,3.0,0,69,0,0,0,0,0.0,0.0,0,185000
1160,24.0,2280,6,5,1978,0.0,3,3,4.0,3.0,1.0,5.0,311,1.0,0,544,855,2,855,601,0,1456,0,0,2,1,3,7,8,1,3.0,,1978.0,2,440,3.0,3.0,26,0,0,0,0,0,0.0,0.0,0,146000
1161,,14778,6,7,1954,72.0,4,3,3.0,3.0,1.0,4.0,728,1.0,0,568,1296,5,1640,0,0,1640,1,0,1,0,4,7,8,1,4.0,1.0,1993.0,2,924,3.0,3.0,108,0,0,216,0,0,0.0,0.0,0,224000
1162,109.0,8724,5,5,1968,0.0,3,3,4.0,3.0,1.0,4.0,492,1.0,0,402,894,4,894,0,0,894,0,0,1,0,3,5,8,1,1.0,,1968.0,2,450,3.0,3.0,0,0,0,0,0,0,0.0,0.0,0,129000
1163,60.0,12900,4,4,1969,0.0,3,3,4.0,3.0,3.0,6.0,1198,1.0,0,0,1198,3,1258,0,0,1258,2,0,0,2,3,6,8,0,,2.0,1969.0,2,400,2.0,3.0,120,0,0,0,0,0,0.0,0.0,0,108959
1164,,16157,5,7,1978,0.0,3,3,4.0,3.0,4.0,5.0,680,3.0,391,289,1360,5,1432,0,0,1432,1,0,1,1,4,5,8,1,3.0,,1978.0,2,588,3.0,3.0,168,180,0,0,0,0,0.0,0.0,0,194000
1165,79.0,9541,7,5,2009,268.0,4,3,4.0,3.0,1.0,1.0,0,1.0,0,1502,1502,5,1502,0,0,1502,0,0,2,0,4,7,8,0,,,2009.0,2,644,3.0,3.0,0,114,0,0,0,0,0.0,0.0,0,233170
1166,64.0,10475,8,5,2008,72.0,4,3,4.0,3.0,3.0,1.0,0,1.0,0,1694,1694,5,1694,0,0,1694,0,0,2,0,4,7,8,0,,,2008.0,3,776,3.0,3.0,160,33,0,0,0,0,0.0,0.0,0,245350
1167,58.0,10852,6,5,2000,0.0,3,3,4.0,3.0,1.0,6.0,786,1.0,0,173,959,5,959,712,0,1671,1,0,2,1,3,7,8,1,3.0,,2000.0,2,472,3.0,3.0,0,38,0,0,0,0,0.0,0.0,0,173000
1168,120.0,13728,6,7,1935,0.0,3,3,3.0,3.0,1.0,3.0,626,1.0,0,501,1127,5,1236,872,0,2108,0,0,2,0,4,7,8,2,3.0,4.0,1935.0,2,540,3.0,3.0,0,0,0,0,90,0,0.0,0.0,0,235000
1169,118.0,35760,10,5,1995,1378.0,4,4,5.0,3.0,4.0,6.0,1387,1.0,0,543,1930,5,1831,1796,0,3627,1,0,3,1,4,10,8,1,3.0,,1995.0,3,807,3.0,3.0,361,76,0,0,0,0,0.0,0.0,0,625000
1170,76.0,9880,6,6,1977,0.0,3,3,3.0,3.0,3.0,5.0,522,1.0,0,574,1096,3,1118,0,0,1118,1,0,1,0,3,6,8,1,1.0,,1977.0,1,358,3.0,3.0,203,0,0,0,0,576,4.0,4.0,0,171000
1171,76.0,9120,6,6,1958,0.0,3,3,3.0,3.0,1.0,5.0,662,1.0,0,599,1261,5,1261,0,0,1261,1,0,1,0,3,6,8,1,3.0,,1958.0,2,433,3.0,3.0,0,0,0,0,288,0,0.0,0.0,1400,163000
1172,35.0,4017,7,5,2006,0.0,4,3,4.0,3.0,1.0,1.0,0,1.0,0,625,625,5,625,625,0,1250,0,0,2,1,4,5,8,0,,1.0,2006.0,2,625,3.0,3.0,0,54,0,0,0,0,0.0,0.0,0,171900
1173,138.0,18030,5,6,1946,0.0,3,3,3.0,3.0,1.0,3.0,152,4.0,469,977,1598,3,1636,971,479,3086,0,0,3,0,5,12,4,1,4.0,,,0,0,,,122,0,0,0,0,0,3.0,3.0,0,200500
1174,80.0,16560,6,8,1932,0.0,3,3,4.0,3.0,1.0,3.0,503,1.0,0,449,952,3,1170,1175,0,2345,0,0,2,1,3,9,8,1,4.0,1.0,1932.0,2,360,3.0,3.0,0,0,0,0,0,0,0.0,0.0,0,239000
1175,85.0,10678,8,5,1992,337.0,4,3,4.0,3.0,1.0,6.0,700,1.0,0,983,1683,5,2129,743,0,2872,0,0,2,1,4,9,8,1,3.0,,1992.0,2,541,3.0,3.0,0,33,0,0,0,0,0.0,0.0,0,285000
1176,37.0,6951,5,5,1984,0.0,3,3,3.0,3.0,1.0,5.0,658,1.0,0,218,876,3,923,0,0,923,1,0,1,0,3,5,8,0,,,1984.0,1,264,3.0,3.0,362,0,0,0,0,0,3.0,3.0,0,119500
1177,,3950,6,8,1926,0.0,3,3,3.0,3.0,1.0,3.0,468,1.0,0,350,818,3,818,406,0,1224,0,0,1,0,3,5,8,0,,1.0,1926.0,1,210,3.0,3.0,0,0,116,0,0,0,0.0,0.0,0,115000
1178,54.0,7681,5,6,1921,0.0,3,3,3.0,3.0,1.0,1.0,0,1.0,0,731,731,5,820,523,0,1343,0,0,1,1,3,7,8,1,4.0,1.0,1921.0,1,186,2.0,3.0,192,0,102,0,0,0,0.0,0.0,0,154900
1179,77.0,8335,5,5,1954,0.0,3,3,,,,,0,,0,0,0,4,1124,0,0,1124,0,0,1,0,3,5,6,1,4.0,,,0,0,,,0,36,190,0,0,0,0.0,0.0,0,93000
1180,,11170,7,5,1990,0.0,3,3,4.0,3.0,1.0,2.0,1216,1.0,0,0,1216,5,1298,1216,0,2514,0,0,2,1,3,8,8,0,,,1990.0,2,693,3.0,3.0,0,0,0,0,0,0,4.0,4.0,0,250000
1181,64.0,5587,8,5,2008,186.0,5,3,5.0,3.0,4.0,6.0,1480,1.0,0,120,1600,5,1652,0,0,1652,1,1,2,0,4,5,8,1,4.0,,2008.0,2,482,3.0,3.0,162,53,0,153,0,0,0.0,0.0,0,392500
1182,160.0,15623,10,5,1996,0.0,4,3,5.0,3.0,3.0,6.0,2096,1.0,0,300,2396,5,2411,2065,0,4476,1,0,3,1,5,10,8,2,3.0,,1996.0,3,813,3.0,3.0,171,78,0,0,0,555,3.0,3.0,0,745000
1183,60.0,10800,5,6,1920,0.0,3,3,3.0,3.0,1.0,3.0,821,1.0,0,299,1120,5,1130,0,0,1130,1,0,1,0,3,5,8,1,4.0,1.0,1970.0,2,720,3.0,3.0,229,0,0,0,0,0,0.0,0.0,0,120000
1184,50.0,35133,5,4,1963,226.0,3,3,3.0,3.0,4.0,3.0,1159,1.0,0,413,1572,4,1572,0,0,1572,1,0,1,1,3,5,8,2,3.0,6.0,1963.0,3,995,3.0,3.0,0,263,0,0,263,0,0.0,0.0,0,186700
1185,60.0,9738,5,7,1924,0.0,3,4,3.0,3.0,1.0,4.0,392,1.0,0,392,784,4,949,272,0,1221,1,0,1,0,3,7,8,0,,,1965.0,1,392,3.0,3.0,0,0,236,0,0,0,0.0,0.0,0,104900
1186,107.0,10615,3,5,1900,0.0,3,3,2.0,3.0,2.0,4.0,440,1.0,0,538,978,3,1014,685,0,1699,1,0,2,0,3,7,8,0,,2.0,1920.0,2,420,2.0,2.0,0,74,0,0,0,0,0.0,0.0,0,95000
1187,89.0,12461,8,5,1994,0.0,4,3,4.0,3.0,1.0,6.0,1456,1.0,0,168,1624,5,1624,0,0,1624,1,0,2,0,4,5,8,1,2.0,,1994.0,3,757,3.0,3.0,0,114,192,0,0,0,4.0,4.0,0,262000
1188,68.0,8935,7,5,2002,95.0,4,3,4.0,3.0,1.0,1.0,0,1.0,0,831,831,5,831,829,0,1660,0,0,2,1,4,7,8,0,,,2002.0,2,493,3.0,3.0,144,68,0,0,0,0,0.0,0.0,0,195000
1189,60.0,7500,7,5,1999,0.0,3,3,3.0,3.0,1.0,1.0,0,1.0,0,994,994,4,1028,776,0,1804,0,0,2,1,4,7,8,1,3.0,,1999.0,2,442,3.0,3.0,140,60,0,0,0,0,0.0,0.0,0,189000
1190,,32463,4,4,1961,149.0,3,4,3.0,3.0,3.0,4.0,1159,1.0,0,90,1249,5,1622,0,0,1622,1,0,1,0,3,7,8,1,3.0,6.0,1975.0,4,1356,3.0,3.0,439,0,0,0,0,0,0.0,0.0,0,168000
1191,24.0,2645,8,5,1999,456.0,4,3,4.0,3.0,1.0,1.0,0,1.0,0,776,776,5,764,677,0,1441,0,0,2,1,4,5,8,0,,1.0,1999.0,2,492,3.0,3.0,206,0,0,0,0,0,0.0,0.0,0,174000
1192,60.0,9600,5,8,1925,0.0,3,3,3.0,3.0,2.0,1.0,0,1.0,0,702,702,4,842,630,0,1472,0,0,1,0,4,6,8,0,,1.0,1925.0,1,250,3.0,2.0,0,0,84,0,0,0,2.0,2.0,0,125000
1193,,4500,6,5,1999,425.0,3,3,5.0,3.0,1.0,6.0,883,1.0,0,341,1224,5,1224,0,0,1224,1,0,2,0,3,5,8,0,,,1999.0,2,402,3.0,3.0,0,304,0,0,0,0,0.0,0.0,0,165000
1194,80.0,9364,6,7,1969,143.0,3,3,3.0,3.0,1.0,5.0,371,1.0,0,292,663,3,663,689,0,1352,0,0,1,1,3,7,8,0,,,1969.0,1,299,3.0,3.0,379,36,0,0,0,0,3.0,3.0,0,158000
1195,51.0,8029,6,5,2005,0.0,3,3,4.0,3.0,1.0,1.0,0,1.0,0,728,728,5,728,728,0,1456,0,0,2,1,4,8,8,0,,,2005.0,2,400,3.0,3.0,100,24,0,0,0,0,0.0,0.0,0,176000
1196,58.0,14054,7,5,2006,0.0,4,3,4.0,3.0,3.0,1.0,0,1.0,0,879,879,5,879,984,0,1863,0,0,2,1,4,9,8,1,4.0,3.0,2006.0,3,660,3.0,3.0,100,17,0,0,0,0,0.0,0.0,0,219210
1197,65.0,8850,7,6,1916,0.0,3,3,3.0,3.0,1.0,1.0,0,1.0,0,815,815,5,815,875,0,1690,0,0,1,0,3,7,8,1,4.0,1.0,1916.0,1,225,3.0,3.0,0,0,330,0,0,0,0.0,0.0,0,144000
1198,70.0,9100,7,5,2001,0.0,4,3,4.0,3.0,1.0,1.0,0,1.0,0,1212,1212,5,1212,0,0,1212,0,0,2,0,4,6,8,0,,,2001.0,2,573,3.0,3.0,356,0,0,0,0,0,0.0,0.0,0,178000
1199,75.0,11235,4,5,1963,51.0,3,3,3.0,3.0,1.0,3.0,547,1.0,0,504,1051,4,1382,0,0,1382,0,0,1,1,3,6,8,1,1.0,,1974.0,2,459,3.0,3.0,0,82,0,0,0,0,0.0,0.0,0,148000
1200,71.0,9353,4,5,1970,0.0,3,3,3.0,3.0,1.0,1.0,0,1.0,0,864,864,4,864,0,0,864,0,0,1,0,3,5,8,0,,,1972.0,1,280,3.0,3.0,0,0,0,0,0,0,0.0,0.0,0,116050
