,age,workclass,education,educational-num,marital-status,occupation,relationship,race,gender,hours-per-week,Income_Above_or_Below_50K
41911,27,Private,9th,5,Married-civ-spouse,Protective-serv,Husband,White,Male,40,0
41912,60,Private,HS-grad,9,Separated,Other-service,Not-in-family,White,Female,25,0
41913,46,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,1
41914,56,Self-emp-inc,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,1
41915,36,Private,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Male,40,1
41916,56,Private,HS-grad,9,Divorced,Adm-clerical,Unmarried,White,Female,32,0
41918,29,Self-emp-inc,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,70,0
41919,19,Private,10th,6,Never-married,Handlers-cleaners,Own-child,White,Male,39,0
41920,38,Private,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,40,0
41921,40,Federal-gov,Some-college,10,Married-civ-spouse,Tech-support,Husband,White,Male,40,1
41922,52,Private,Assoc-acdm,12,Married-civ-spouse,Exec-managerial,Husband,White,Male,55,1
41923,22,Private,Some-college,10,Married-civ-spouse,Exec-managerial,Wife,White,Female,40,0
41924,32,State-gov,HS-grad,9,Divorced,Other-service,Not-in-family,White,Female,25,0
41925,27,Private,Bachelors,13,Never-married,Exec-managerial,Own-child,White,Female,40,0
41926,25,Private,Bachelors,13,Never-married,Prof-specialty,Own-child,White,Female,40,0
41927,36,Private,Masters,14,Married-civ-spouse,Prof-specialty,Husband,Other,Male,40,1
41928,22,Private,12th,8,Never-married,Handlers-cleaners,Own-child,Amer-Indian-Eskimo,Male,40,0
41929,32,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,45,0
41930,37,Private,Bachelors,13,Separated,Exec-managerial,Unmarried,Black,Female,40,0
41931,22,Private,HS-grad,9,Never-married,Prof-specialty,Own-child,White,Male,54,0
41932,29,Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,40,1
41933,42,Private,Preschool,1,Never-married,Handlers-cleaners,Not-in-family,White,Male,25,0
41934,45,Private,Assoc-voc,11,Never-married,Sales,Not-in-family,White,Female,38,0
41935,33,Private,Bachelors,13,Divorced,Adm-clerical,Not-in-family,White,Female,45,0
41936,39,Private,Some-college,10,Separated,Prof-specialty,Unmarried,White,Female,40,0
41937,27,Private,12th,8,Never-married,Machine-op-inspct,Not-in-family,White,Male,45,0
41938,53,Local-gov,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,50,1
41939,30,Private,Bachelors,13,Never-married,Other-service,Not-in-family,White,Female,40,0
41940,52,Self-emp-not-inc,Some-college,10,Widowed,Craft-repair,Not-in-family,Black,Male,35,0
41941,43,Self-emp-inc,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,60,1
41942,47,Local-gov,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Male,35,1
41943,61,Private,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,Black,Male,40,0
41944,39,Local-gov,Masters,14,Divorced,Prof-specialty,Not-in-family,Black,Male,40,0
41945,47,Private,Some-college,10,Divorced,Sales,Unmarried,White,Male,50,0
41946,19,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,25,0
41947,37,Private,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,0
41948,31,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,51,0
41949,69,Self-emp-not-inc,Assoc-voc,11,Married-civ-spouse,Sales,Husband,White,Male,8,0
41951,29,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,0
41952,24,Private,Some-college,10,Never-married,Machine-op-inspct,Own-child,Other,Male,14,0
41953,42,Private,HS-grad,9,Separated,Handlers-cleaners,Unmarried,White,Male,40,0
41954,30,Local-gov,Bachelors,13,Married-civ-spouse,Protective-serv,Husband,White,Male,72,1
41955,28,Private,Masters,14,Married-spouse-absent,Sales,Not-in-family,White,Female,80,1
41956,27,Private,Assoc-voc,11,Never-married,Handlers-cleaners,Not-in-family,White,Male,40,0
41957,53,Private,HS-grad,9,Divorced,Exec-managerial,Not-in-family,Black,Female,40,0
41958,35,State-gov,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,0
41959,22,Private,12th,8,Married-civ-spouse,Transport-moving,Husband,White,Male,40,0
41960,25,Private,HS-grad,9,Separated,Protective-serv,Own-child,Black,Male,40,0
41961,38,Local-gov,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,Black,Female,40,1
41962,27,Private,Bachelors,13,Never-married,Adm-clerical,Unmarried,White,Female,35,0
41963,30,Private,9th,5,Married-civ-spouse,Other-service,Husband,White,Male,37,0
41964,27,Private,Bachelors,13,Divorced,Prof-specialty,Own-child,White,Female,50,0
41965,25,Private,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,40,0
41967,32,Private,HS-grad,9,Never-married,Machine-op-inspct,Not-in-family,White,Female,40,0
41968,70,Private,10th,6,Widowed,Craft-repair,Unmarried,White,Male,45,0
41969,50,Private,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,0
41970,40,Private,Some-college,10,Married-civ-spouse,Other-service,Wife,White,Female,35,0
41971,34,Private,11th,7,Married-spouse-absent,Craft-repair,Not-in-family,Black,Male,55,0
41972,57,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,50,0
41973,39,Private,Masters,14,Never-married,Other-service,Not-in-family,White,Female,32,0
41974,49,Private,Some-college,10,Divorced,Other-service,Unmarried,White,Female,40,0
41975,43,Private,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,1
41976,26,Private,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Female,45,0
41977,31,Private,Some-college,10,Divorced,Adm-clerical,Unmarried,Black,Female,40,0
41978,60,Self-emp-not-inc,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,50,0
41979,46,Private,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,1
41980,26,Private,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,55,1
41981,27,Private,Prof-school,15,Never-married,Prof-specialty,Own-child,White,Female,40,0
41982,31,Private,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,Black,Female,40,0
41983,59,Private,HS-grad,9,Widowed,Exec-managerial,Unmarried,White,Female,50,0
41985,18,Private,Some-college,10,Never-married,Other-service,Own-child,White,Female,24,0
41986,22,Private,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,45,0
41987,24,Private,Assoc-acdm,12,Married-civ-spouse,Sales,Own-child,White,Female,20,0
41988,53,State-gov,10th,6,Married-civ-spouse,Transport-moving,Husband,White,Male,40,1
41989,43,Private,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,42,1
41990,24,Private,Some-college,10,Married-civ-spouse,Tech-support,Husband,White,Male,50,1
41991,60,Private,10th,6,Widowed,Tech-support,Unmarried,White,Female,40,0
41992,24,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,0
41993,52,Federal-gov,HS-grad,9,Never-married,Adm-clerical,Not-in-family,Black,Male,40,0
41994,32,Private,Assoc-voc,11,Married-civ-spouse,Transport-moving,Husband,White,Male,99,1
41995,34,Private,10th,6,Separated,Other-service,Not-in-family,White,Female,35,0
41996,35,Local-gov,Assoc-acdm,12,Married-civ-spouse,Protective-serv,Husband,White,Male,40,1
41997,38,Private,9th,5,Married-spouse-absent,Handlers-cleaners,Not-in-family,White,Male,40,0
41998,34,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,90,0
41999,53,Local-gov,Prof-school,15,Never-married,Prof-specialty,Not-in-family,White,Female,50,1
42000,23,Private,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Female,40,0
42001,40,Private,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,0
42002,40,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,0
42003,50,Private,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,60,1
42004,17,Private,10th,6,Never-married,Sales,Own-child,White,Female,20,0
42005,53,Local-gov,Bachelors,13,Divorced,Prof-specialty,Not-in-family,White,Female,54,0
42006,32,Private,Bachelors,13,Divorced,Craft-repair,Not-in-family,White,Male,50,1
42008,18,Private,11th,7,Never-married,Sales,Own-child,White,Male,16,0
42009,62,Private,10th,6,Divorced,Other-service,Own-child,White,Female,40,0
42010,45,Private,Masters,14,Married-civ-spouse,Other-service,Husband,White,Male,40,0
42011,46,Private,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,70,0
42012,73,Self-emp-not-inc,7th-8th,4,Married-civ-spouse,Farming-fishing,Husband,White,Male,40,0
42013,64,Private,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,60,1
42014,26,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,45,1
42015,23,Private,HS-grad,9,Never-married,Sales,Not-in-family,White,Male,48,0
42016,30,Private,HS-grad,9,Never-married,Machine-op-inspct,Other-relative,White,Male,40,0
42017,51,Private,Some-college,10,Divorced,Adm-clerical,Unmarried,White,Female,40,0
42018,35,Self-emp-not-inc,Bachelors,13,Divorced,Exec-managerial,Unmarried,White,Female,55,0
42019,39,Private,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Female,45,1
42020,35,Self-emp-inc,Masters,14,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,40,1
42021,41,Private,HS-grad,9,Widowed,Machine-op-inspct,Not-in-family,White,Female,40,0
42022,31,Private,Some-college,10,Divorced,Craft-repair,Own-child,White,Male,40,0
42023,40,Private,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,50,1
42024,46,Local-gov,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,40,1
42025,31,Private,HS-grad,9,Never-married,Other-service,Not-in-family,White,Female,30,0
42026,41,Self-emp-inc,Some-college,10,Divorced,Machine-op-inspct,Not-in-family,White,Female,40,0
42027,42,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,0
42028,23,Private,HS-grad,9,Never-married,Sales,Own-child,White,Male,40,0
42030,49,Private,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,45,1
42031,53,Private,Assoc-voc,11,Divorced,Tech-support,Not-in-family,Black,Male,40,0
42032,38,Local-gov,Bachelors,13,Never-married,Protective-serv,Not-in-family,White,Female,43,1
42033,36,Private,Assoc-acdm,12,Divorced,Exec-managerial,Unmarried,Asian-Pac-Islander,Female,40,0
42034,32,Private,Some-college,10,Never-married,Craft-repair,Unmarried,White,Male,72,0
42035,20,Private,11th,7,Never-married,Transport-moving,Other-relative,White,Male,40,0
42037,22,Private,Some-college,10,Never-married,Tech-support,Other-relative,Asian-Pac-Islander,Female,32,0
42038,25,Private,Assoc-voc,11,Never-married,Craft-repair,Unmarried,Amer-Indian-Eskimo,Male,40,0
42039,58,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,0
42040,24,Private,Some-college,10,Never-married,Farming-fishing,Not-in-family,White,Male,20,0
42041,48,State-gov,HS-grad,9,Divorced,Craft-repair,Own-child,White,Male,40,1
42042,20,Private,1st-4th,2,Never-married,Farming-fishing,Not-in-family,White,Male,30,0
42043,60,Self-emp-not-inc,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,1
42044,20,Private,HS-grad,9,Never-married,Other-service,Other-relative,White,Male,30,0
42045,52,Private,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,45,1
42046,36,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Wife,White,Female,40,1
42047,46,Local-gov,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,40,1
42048,22,Private,11th,7,Never-married,Sales,Unmarried,White,Female,25,0
42049,19,Private,Some-college,10,Never-married,Exec-managerial,Own-child,White,Female,35,0
42050,37,Private,HS-grad,9,Never-married,Sales,Unmarried,White,Male,40,0
42051,30,Private,Assoc-voc,11,Divorced,Sales,Not-in-family,White,Female,40,1
42052,44,Private,Assoc-acdm,12,Never-married,Craft-repair,Not-in-family,White,Male,25,0
42054,22,Private,HS-grad,9,Never-married,Sales,Not-in-family,White,Male,45,0
42055,31,Self-emp-inc,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,50,0
42056,17,Private,11th,7,Never-married,Adm-clerical,Own-child,White,Male,40,0
42057,21,Private,HS-grad,9,Never-married,Handlers-cleaners,Not-in-family,White,Male,40,0
42058,67,Private,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,1
42059,46,Private,7th-8th,4,Divorced,Exec-managerial,Not-in-family,White,Male,40,0
42060,29,Private,HS-grad,9,Divorced,Handlers-cleaners,Own-child,White,Male,50,0
42061,20,Private,Some-college,10,Never-married,Handlers-cleaners,Own-child,White,Female,6,0
42062,27,Private,Some-college,10,Never-married,Other-service,Own-child,White,Male,24,0
42063,35,Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,40,1
42064,19,Private,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,30,0
42065,36,Private,12th,8,Separated,Other-service,Unmarried,White,Female,40,0
42066,43,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,1
42067,62,State-gov,Bachelors,13,Divorced,Prof-specialty,Not-in-family,White,Male,40,0
42068,28,Private,Prof-school,15,Never-married,Prof-specialty,Not-in-family,White,Male,40,0
42069,18,Private,11th,7,Never-married,Other-service,Own-child,White,Female,15,0
42070,59,Private,Prof-school,15,Married-civ-spouse,Transport-moving,Husband,Black,Male,50,1
42071,37,Private,Bachelors,13,Divorced,Exec-managerial,Not-in-family,White,Male,40,0
42072,27,Private,Some-college,10,Never-married,Craft-repair,Not-in-family,Black,Male,40,0
42073,46,Local-gov,Masters,14,Divorced,Prof-specialty,Unmarried,White,Female,43,0
42074,29,Private,11th,7,Separated,Sales,Not-in-family,White,Female,42,0
42075,33,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Wife,White,Female,40,1
42076,62,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,0
42077,46,Private,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,55,1
42078,28,Private,10th,6,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,0
42079,22,Private,Some-college,10,Never-married,Sales,Own-child,White,Female,35,0
42080,46,Federal-gov,Masters,14,Married-civ-spouse,Armed-Forces,Husband,White,Male,40,1
42081,54,Self-emp-inc,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,40,1
42082,34,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,72,0
42084,62,Private,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,20,1
42085,30,Private,Some-college,10,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,40,0
42086,19,Private,HS-grad,9,Never-married,Other-service,Own-child,White,Male,20,0
42088,27,Private,Assoc-voc,11,Never-married,Machine-op-inspct,Unmarried,White,Male,45,0
42089,36,Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,50,1
42090,52,Private,Bachelors,13,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,1
42091,47,Private,12th,8,Married-spouse-absent,Exec-managerial,Not-in-family,White,Female,55,0
42092,57,Local-gov,HS-grad,9,Divorced,Protective-serv,Not-in-family,White,Female,40,0
42093,64,Private,Some-college,10,Married-spouse-absent,Exec-managerial,Unmarried,White,Female,40,0
42095,53,Private,11th,7,Widowed,Other-service,Own-child,White,Female,47,0
42096,53,Private,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,44,1
42097,31,Private,Some-college,10,Separated,Sales,Unmarried,Asian-Pac-Islander,Male,40,0
42098,41,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,45,1
42099,45,Local-gov,HS-grad,9,Separated,Other-service,Unmarried,Black,Female,40,0
42101,45,State-gov,HS-grad,9,Divorced,Adm-clerical,Other-relative,White,Female,40,0
42102,23,Private,Some-college,10,Never-married,Other-service,Not-in-family,White,Female,28,0
42103,39,Local-gov,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,72,0
42104,31,Private,Assoc-voc,11,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,0
42105,35,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Farming-fishing,Husband,White,Male,45,0
42106,54,Private,Masters,14,Married-civ-spouse,Transport-moving,Husband,White,Male,60,1
42108,40,Local-gov,Bachelors,13,Divorced,Prof-specialty,Unmarried,White,Female,40,0
42109,55,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,1
42110,31,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,0
42111,58,Self-emp-inc,11th,7,Married-civ-spouse,Transport-moving,Husband,White,Male,60,0
42112,31,Private,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,99,1
42113,46,Self-emp-not-inc,HS-grad,9,Widowed,Other-service,Other-relative,White,Female,40,0
42114,38,Private,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,40,0
42115,22,Local-gov,Some-college,10,Never-married,Prof-specialty,Own-child,White,Female,25,0
42117,48,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,60,0
42118,73,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,15,0
42119,25,Private,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,45,1
42120,53,Federal-gov,Some-college,10,Divorced,Farming-fishing,Not-in-family,White,Male,40,0
42121,46,Private,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,45,1
42123,37,Private,Bachelors,13,Never-married,Prof-specialty,Not-in-family,Black,Female,40,0
42124,30,Private,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,50,0
42125,29,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,0
42126,29,State-gov,Some-college,10,Married-civ-spouse,Protective-serv,Husband,White,Male,40,0
42128,58,Private,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,1
42129,42,Self-emp-not-inc,7th-8th,4,Married-civ-spouse,Other-service,Wife,Black,Female,50,0
42130,62,Local-gov,9th,5,Divorced,Protective-serv,Not-in-family,Black,Male,24,0
42131,45,Local-gov,Bachelors,13,Married-civ-spouse,Farming-fishing,Husband,Asian-Pac-Islander,Male,40,1
42132,38,Private,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,40,1
42133,36,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,50,1
42135,42,Self-emp-not-inc,7th-8th,4,Married-civ-spouse,Sales,Husband,White,Male,30,0
42136,47,Local-gov,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,35,1
42137,42,Self-emp-not-inc,Some-college,10,Never-married,Craft-repair,Unmarried,White,Male,40,0
42138,43,Private,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,Black,Female,38,1
42139,37,Private,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,40,1
42140,36,State-gov,Some-college,10,Married-civ-spouse,Exec-managerial,Wife,White,Female,39,1
42141,27,Private,Bachelors,13,Never-married,Tech-support,Not-in-family,Black,Female,40,0
42142,54,Private,5th-6th,3,Married-spouse-absent,Machine-op-inspct,Unmarried,White,Male,40,0
42143,48,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,1
42144,29,Private,HS-grad,9,Never-married,Other-service,Unmarried,White,Female,30,0
42145,29,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,38,0
42146,37,Private,Some-college,10,Divorced,Other-service,Not-in-family,White,Male,47,0
42147,55,Self-emp-inc,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,40,0
42148,67,Private,HS-grad,9,Married-civ-spouse,Priv-house-serv,Wife,Black,Female,20,0
42149,51,Private,HS-grad,9,Widowed,Handlers-cleaners,Not-in-family,White,Male,30,0
42150,35,Private,Masters,14,Never-married,Prof-specialty,Unmarried,White,Female,32,0
42152,64,Self-emp-not-inc,HS-grad,9,Widowed,Other-service,Other-relative,White,Female,40,0
42153,23,Private,5th-6th,3,Never-married,Handlers-cleaners,Not-in-family,White,Male,55,0
42154,49,Private,Bachelors,13,Never-married,Other-service,Not-in-family,Asian-Pac-Islander,Female,35,0
42155,38,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,70,0
42156,62,Private,HS-grad,9,Never-married,Handlers-cleaners,Other-relative,Black,Female,40,0
42157,62,Self-emp-not-inc,7th-8th,4,Married-civ-spouse,Craft-repair,Husband,White,Male,10,0
42159,45,Self-emp-not-inc,Masters,14,Divorced,Craft-repair,Not-in-family,White,Male,40,0
42160,20,Private,Assoc-acdm,12,Never-married,Sales,Own-child,White,Female,40,0
42161,38,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,48,0
42162,50,Self-emp-inc,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,0
42163,40,Private,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,Black,Male,55,1
42164,30,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,70,0
42165,52,Federal-gov,Some-college,10,Separated,Exec-managerial,Not-in-family,White,Female,40,0
42166,28,Self-emp-not-inc,Bachelors,13,Never-married,Prof-specialty,Not-in-family,Black,Male,50,1
42167,62,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,30,0
42168,31,Private,HS-grad,9,Divorced,Other-service,Unmarried,White,Female,40,0
42169,40,Private,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,1
42170,34,Private,HS-grad,9,Divorced,Sales,Not-in-family,White,Female,40,0
42171,53,Private,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,40,1
42172,42,Private,12th,8,Never-married,Farming-fishing,Own-child,White,Male,40,0
42173,26,Private,Some-college,10,Married-civ-spouse,Other-service,Husband,White,Male,25,0
42174,51,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,40,1
42175,49,Private,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,1
42176,43,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,0
42177,42,Private,Some-college,10,Divorced,Farming-fishing,Not-in-family,White,Male,40,0
42178,31,Private,11th,7,Married-spouse-absent,Sales,Own-child,Asian-Pac-Islander,Female,40,0
42179,26,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,Other,Male,40,0
42180,50,Private,Bachelors,13,Separated,Prof-specialty,Unmarried,Asian-Pac-Islander,Female,40,0
42181,35,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,0
42182,37,Private,Some-college,10,Never-married,Tech-support,Other-relative,White,Female,40,0
42184,20,Private,Some-college,10,Never-married,Sales,Own-child,White,Male,16,0
42185,31,Local-gov,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,1
42186,28,Private,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,35,0
42187,46,Private,HS-grad,9,Married-civ-spouse,Tech-support,Husband,Black,Male,40,1
42188,21,Private,Some-college,10,Never-married,Prof-specialty,Own-child,White,Female,8,0
42189,41,Self-emp-not-inc,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,70,1
42190,30,Private,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Male,70,1
42191,66,Self-emp-inc,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,70,0
42192,37,Self-emp-inc,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,60,1
42193,74,State-gov,7th-8th,4,Widowed,Handlers-cleaners,Not-in-family,White,Female,20,0
42194,46,State-gov,Some-college,10,Married-civ-spouse,Protective-serv,Husband,Black,Male,70,1
42195,51,Private,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,1
42196,33,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,1
42197,30,Private,5th-6th,3,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,0
42198,47,Self-emp-inc,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,1
42199,49,Private,Bachelors,13,Divorced,Exec-managerial,Unmarried,White,Female,40,0
42200,53,Private,HS-grad,9,Divorced,Craft-repair,Unmarried,Black,Female,48,0
42201,24,Private,Assoc-voc,11,Never-married,Machine-op-inspct,Not-in-family,White,Male,40,0
42202,54,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,50,0
42203,32,Private,Some-college,10,Never-married,Craft-repair,Own-child,White,Male,40,0
42204,45,Private,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,45,0
42205,46,Self-emp-inc,HS-grad,9,Married-spouse-absent,Farming-fishing,Not-in-family,White,Male,45,0
42206,37,State-gov,Some-college,10,Divorced,Other-service,Not-in-family,White,Male,65,0
42207,48,State-gov,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,61,1
42208,25,Private,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Female,40,0
42212,27,Private,Some-college,10,Never-married,Adm-clerical,Unmarried,White,Female,40,0
42213,69,Private,HS-grad,9,Widowed,Adm-clerical,Unmarried,White,Male,8,0
42214,38,Private,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,52,1
42215,47,Private,12th,8,Never-married,Adm-clerical,Other-relative,Black,Female,40,0
42216,30,Self-emp-not-inc,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Female,60,0
42217,46,Private,HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,Male,30,0
42218,27,Private,Prof-school,15,Never-married,Prof-specialty,Not-in-family,White,Female,45,0
42219,19,Private,Some-college,10,Never-married,Sales,Own-child,White,Male,35,0
42220,18,Private,HS-grad,9,Married-civ-spouse,Priv-house-serv,Not-in-family,White,Female,40,0
42221,24,Private,11th,7,Married-civ-spouse,Craft-repair,Husband,White,Male,50,1
42222,32,Private,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,40,0
42223,38,Private,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,Black,Male,40,0
42224,19,Private,Preschool,1,Never-married,Farming-fishing,Not-in-family,White,Male,36,0
42225,28,Private,Some-college,10,Never-married,Handlers-cleaners,Not-in-family,White,Male,40,0
42226,39,Local-gov,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Female,55,0
42227,38,Self-emp-not-inc,Some-college,10,Separated,Sales,Not-in-family,Asian-Pac-Islander,Male,60,0
42228,42,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,40,1
42229,31,Private,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,White,Female,40,1
42230,46,Private,9th,5,Separated,Machine-op-inspct,Not-in-family,White,Female,40,0
42231,53,Private,Some-college,10,Widowed,Exec-managerial,Not-in-family,White,Female,54,0
42232,21,Private,Assoc-acdm,12,Never-married,Handlers-cleaners,Own-child,White,Male,15,0
42233,48,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,50,0
42234,46,Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,52,1
